pid,report_url,eventBody,locked_by,locked_time,timestampInserted,account
36,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586499532592,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""2960A937-D1E2-4AA2-B2F6-D96837335EB7"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608192332.607694,
37,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586499536435,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""25886CFE-ECEA-4DC1-B7C8-473022AAAB12"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608192336.454411,
38,xp_its_podcasts_main,"{""eventType"":""click"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""settings"":{""subscribed"":1,""autoDownloadType"":2147483647,""sortAscending"":false,""deletePlayedEpisodes"":4294967295,""episodeLimit"":0,""darkCount"":2,""updatedDate"":608192327.06177795,""updateInterval"":4294967295,""playbackNewestToOldest"":true},""clientEventId"":""DBDBB8FE-51F3-48A2-801D-EB02CF1C5395"",""foreground"":false,""topic"":""xp_its_podcasts_main"",""eventTime"":1586514399016,""app"":""com.apple.podcasts"",""pageType"":""feed_update_podcast"",""contentId"":{""adamId"":""1085119221"",""feedUrl"":""https:\/\/digitalforensicsurvivalpodcast.libsyn.com\/rss"",""title"":""Digital Forensic Survival Podcast""},""backgroundFetch"":false,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""userInitiated"":false,""eventVersion"":1}",,0.0,608207199.046652,
39,xp_its_podcasts_main,"{""eventType"":""click"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""settings"":{""subscribed"":1,""autoDownloadType"":2147483647,""sortAscending"":false,""deletePlayedEpisodes"":4294967295,""episodeLimit"":0,""darkCount"":2,""updatedDate"":608192331.90508604,""updateInterval"":4294967295,""playbackNewestToOldest"":true},""clientEventId"":""F1A0F808-7EAD-4485-80CC-0AB905341EF6"",""foreground"":false,""topic"":""xp_its_podcasts_main"",""eventTime"":1586514399042,""app"":""com.apple.podcasts"",""pageType"":""feed_update_podcast"",""contentId"":{""adamId"":""994362496"",""feedUrl"":""https:\/\/iotpodcast.com\/feed\/podcast\/"",""title"":""The Internet of Things Podcast - Stacey On IoT""},""backgroundFetch"":false,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""userInitiated"":false,""eventVersion"":1}",,0.0,608207199.060338,
40,xp_its_podcasts_main,"{""eventType"":""click"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""settings"":{""subscribed"":1,""autoDownloadType"":2147483647,""sortAscending"":false,""deletePlayedEpisodes"":4294967295,""episodeLimit"":0,""darkCount"":1,""updatedDate"":608192329.79284298,""updateInterval"":4294967295,""playbackNewestToOldest"":true},""clientEventId"":""A163AD83-1831-4F45-AE4D-B584ABA9D447"",""foreground"":false,""topic"":""xp_its_podcasts_main"",""eventTime"":1586514399047,""app"":""com.apple.podcasts"",""pageType"":""feed_update_podcast"",""contentId"":{""adamId"":""503494956"",""feedUrl"":""http:\/\/thecultcast.libsyn.com\/rss"",""title"":""The CultCast""},""backgroundFetch"":false,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""userInitiated"":false,""eventVersion"":1}",,0.0,608207199.071767,
41,xp_its_podcasts_main,"{""eventType"":""click"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""settings"":{""subscribed"":1,""autoDownloadType"":2147483647,""sortAscending"":false,""deletePlayedEpisodes"":4294967295,""episodeLimit"":0,""darkCount"":1,""updatedDate"":608192325.76343501,""updateInterval"":4294967295,""playbackNewestToOldest"":true},""clientEventId"":""6B65884D-A952-4D05-BCB5-5456C05BD803"",""foreground"":false,""topic"":""xp_its_podcasts_main"",""eventTime"":1586514399067,""app"":""com.apple.podcasts"",""pageType"":""feed_update_podcast"",""contentId"":{""adamId"":""1222114325"",""feedUrl"":""https:\/\/feeds.npr.org\/510318\/podcast.xml"",""title"":""Up First""},""backgroundFetch"":false,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""userInitiated"":false,""eventVersion"":1}",,0.0,608207199.078436,
42,xp_its_podcasts_main,"{""eventType"":""click"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""settings"":{""subscribed"":1,""autoDownloadType"":2147483647,""sortAscending"":false,""deletePlayedEpisodes"":4294967295,""episodeLimit"":0,""darkCount"":0,""updatedDate"":608192321.96304297,""updateInterval"":4294967295,""playbackNewestToOldest"":true},""clientEventId"":""0DE591B5-B51F-486C-B0E9-2E3B91D2AB58"",""foreground"":false,""topic"":""xp_its_podcasts_main"",""eventTime"":1586514399081,""app"":""com.apple.podcasts"",""pageType"":""feed_update_podcast"",""contentId"":{""adamId"":""1266572767"",""feedUrl"":""http:\/\/feeds.feedburner.com\/ThisMonthIn4n6"",""title"":""This Week In 4n6 » Podcasts""},""backgroundFetch"":false,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""userInitiated"":false,""eventVersion"":1}",,0.0,608207199.087744,
43,xp_its_podcasts_main,"{""eventType"":""click"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""settings"":{""subscribed"":1,""autoDownloadType"":2147483647,""sortAscending"":false,""deletePlayedEpisodes"":4294967295,""episodeLimit"":0,""darkCount"":0,""updatedDate"":608192327.325351,""updateInterval"":4294967295,""playbackNewestToOldest"":true},""clientEventId"":""67339E52-FCB2-4D39-9CE9-63B74D7F685F"",""foreground"":false,""topic"":""xp_its_podcasts_main"",""eventTime"":1586514399084,""app"":""com.apple.podcasts"",""pageType"":""feed_update_podcast"",""contentId"":{""adamId"":""1179376133"",""feedUrl"":""https:\/\/feeds.captivate.fm\/cybersecurityinterviews\/"",""title"":""Cyber Security Interviews""},""backgroundFetch"":false,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""userInitiated"":false,""eventVersion"":1}",,0.0,608207199.093212,
44,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586514402841,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""ADE942A7-364D-4B60-BEFC-0B2BEF80FAAE"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608207202.850711,
45,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586514403826,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""01187F11-969A-4083-88CE-4B032448350E"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608207203.847947,
46,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586514404328,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""9720F5C3-7942-4077-9020-A30112E43D0F"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608207204.335641,
47,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586514404515,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""1F2600CA-FCD3-40E7-A463-7E4FFDF7899B"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608207204.536821,
48,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586514404697,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""5C1980C8-67EA-490D-86CB-0CAD9D4A6E38"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608207204.710731,
49,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586514404755,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""289FC7A5-153F-4DA6-BEA3-D512A5C761D0"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608207204.886787,
50,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586514404914,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""30DB2183-D9D7-4234-9CBF-B23614843CD2"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608207204.990806,
51,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586514405016,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""CDFBBB4A-9749-4AE5-9806-830EB91E30FA"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608207205.030516,
52,xp_its_podcasts_main,"{""eventType"":""click"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""settings"":{""subscribed"":1,""autoDownloadType"":2147483647,""sortAscending"":false,""deletePlayedEpisodes"":4294967295,""episodeLimit"":0,""darkCount"":2,""updatedDate"":608207204.03283703,""updateInterval"":4294967295,""playbackNewestToOldest"":true},""clientEventId"":""A6E203E3-3334-479C-808D-014B20B1CEFF"",""foreground"":false,""topic"":""xp_its_podcasts_main"",""eventTime"":1586603679949,""app"":""com.apple.podcasts"",""pageType"":""feed_update_podcast"",""contentId"":{""adamId"":""1085119221"",""feedUrl"":""https:\/\/digitalforensicsurvivalpodcast.libsyn.com\/rss"",""title"":""Digital Forensic Survival Podcast""},""backgroundFetch"":false,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""userInitiated"":false,""eventVersion"":1}",,0.0,608296479.976406,
53,xp_its_podcasts_main,"{""eventType"":""click"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""settings"":{""subscribed"":1,""autoDownloadType"":2147483647,""sortAscending"":false,""deletePlayedEpisodes"":4294967295,""episodeLimit"":0,""darkCount"":2,""updatedDate"":608207204.28963006,""updateInterval"":4294967295,""playbackNewestToOldest"":true},""clientEventId"":""52E05281-2B49-4FB8-8567-3EEF7D852131"",""foreground"":false,""topic"":""xp_its_podcasts_main"",""eventTime"":1586603679960,""app"":""com.apple.podcasts"",""pageType"":""feed_update_podcast"",""contentId"":{""adamId"":""994362496"",""feedUrl"":""https:\/\/iotpodcast.com\/feed\/podcast\/"",""title"":""The Internet of Things Podcast - Stacey On IoT""},""backgroundFetch"":false,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""userInitiated"":false,""eventVersion"":1}",,0.0,608296480.039307,
54,xp_its_podcasts_main,"{""eventType"":""click"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""settings"":{""subscribed"":1,""autoDownloadType"":2147483647,""sortAscending"":false,""deletePlayedEpisodes"":4294967295,""episodeLimit"":0,""darkCount"":1,""updatedDate"":608207203.81435096,""updateInterval"":4294967295,""playbackNewestToOldest"":true},""clientEventId"":""40DD0EAA-A407-4E31-83CA-83E790009AB9"",""foreground"":false,""topic"":""xp_its_podcasts_main"",""eventTime"":1586603679964,""app"":""com.apple.podcasts"",""pageType"":""feed_update_podcast"",""contentId"":{""adamId"":""503494956"",""feedUrl"":""http:\/\/thecultcast.libsyn.com\/rss"",""title"":""The CultCast""},""backgroundFetch"":false,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""userInitiated"":false,""eventVersion"":1}",,0.0,608296480.052475,
55,xp_its_podcasts_main,"{""eventType"":""click"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""settings"":{""subscribed"":1,""autoDownloadType"":2147483647,""sortAscending"":false,""deletePlayedEpisodes"":4294967295,""episodeLimit"":0,""darkCount"":2,""updatedDate"":608207203.61767495,""updateInterval"":4294967295,""playbackNewestToOldest"":true},""clientEventId"":""2E87C89E-C63B-48C8-82D5-4F043748F0C8"",""foreground"":false,""topic"":""xp_its_podcasts_main"",""eventTime"":1586603679977,""app"":""com.apple.podcasts"",""pageType"":""feed_update_podcast"",""contentId"":{""adamId"":""1222114325"",""feedUrl"":""https:\/\/feeds.npr.org\/510318\/podcast.xml"",""title"":""Up First""},""backgroundFetch"":false,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""userInitiated"":false,""eventVersion"":1}",,0.0,608296480.059074,
56,xp_its_podcasts_main,"{""eventType"":""click"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""settings"":{""subscribed"":1,""autoDownloadType"":2147483647,""sortAscending"":false,""deletePlayedEpisodes"":4294967295,""episodeLimit"":0,""darkCount"":0,""updatedDate"":608207202.81741405,""updateInterval"":4294967295,""playbackNewestToOldest"":true},""clientEventId"":""30981D88-64CC-48C3-A66B-C9EBCAF73C95"",""foreground"":false,""topic"":""xp_its_podcasts_main"",""eventTime"":1586603679983,""app"":""com.apple.podcasts"",""pageType"":""feed_update_podcast"",""contentId"":{""adamId"":""1266572767"",""feedUrl"":""http:\/\/feeds.feedburner.com\/ThisMonthIn4n6"",""title"":""This Week In 4n6 » Podcasts""},""backgroundFetch"":false,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""userInitiated"":false,""eventVersion"":1}",,0.0,608296480.067248,
57,xp_its_podcasts_main,"{""eventType"":""click"",""timezoneOffset"":240,""baseVersion"":1,""osVersion"":""13.3.1"",""settings"":{""subscribed"":1,""autoDownloadType"":2147483647,""sortAscending"":false,""deletePlayedEpisodes"":4294967295,""episodeLimit"":0,""darkCount"":0,""updatedDate"":608207204.15972996,""updateInterval"":4294967295,""playbackNewestToOldest"":true},""clientEventId"":""414B6231-81FA-4DC0-965B-81B57EB39B6C"",""foreground"":false,""topic"":""xp_its_podcasts_main"",""eventTime"":1586603679993,""app"":""com.apple.podcasts"",""pageType"":""feed_update_podcast"",""contentId"":{""adamId"":""1179376133"",""feedUrl"":""https:\/\/feeds.captivate.fm\/cybersecurityinterviews\/"",""title"":""Cyber Security Interviews""},""backgroundFetch"":false,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""appVersion"":""3.9"",""userInitiated"":false,""eventVersion"":1}",,0.0,608296480.069848,
58,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586603683587,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""BE5FA61A-9820-42A1-83F8-EECF8DF14B18"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608296483.592233,
59,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586603683857,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""0983044D-9B50-49A3-B069-A199A3912444"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608296483.871271,
60,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586603684037,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""5A42226C-E35E-4EEF-BCBD-E0366769FA46"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608296484.046812,
61,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586603684097,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""E948F2FB-48B3-45C8-AC23-6186753678D7"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608296484.099333,
62,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586603684353,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""F06399D5-0155-43A5-A284-EEA9BC9977A4"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608296484.356434,
63,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586603684356,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""18E6C02D-FFEF-49F0-ACD5-66138C26C1FC"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608296484.369929,
64,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586603684365,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""CD78F8DD-30DF-4D44-83E4-7AF9F2B2F94E"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608296484.386029,
65,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586603684501,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""3A63DC5E-FBA9-4243-A464-A2E7ECF4B84E"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608296484.503108,
66,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586603684531,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""DA845FCF-4E9C-4613-B316-4BB6523EE11E"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608296484.541949,
67,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586603685225,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""FBC02208-FD41-46DD-B68C-CA53FEEA55AE"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608296485.229015,
68,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586603685354,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""15247B24-25C4-4E9A-BE0E-8525AE87FACC"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608296485.356398,
69,xp_its_podcasts_main,"{""osVersion"":""13.3.1"",""authenticated_dark"":0,""eventType"":""click"",""feed_dark"":0,""total"":6,""topic"":""xp_its_podcasts_main"",""pageType"":""podcast_stats"",""eventVersion"":1,""notifications_enabled"":6,""appVersion"":""3.9"",""download_dark"":0,""not_subscribed"":0,""notifications_disabled"":0,""baseVersion"":1,""orphaned_from_cloud"":0,""subscribed"":6,""eventTime"":1586603686093,""token"":""235DE080-2F0A-47A3-9BB3-DAAB2D679E00"",""clientEventId"":""2A847BA0-876C-41BE-A80C-849BD6E36759"",""timezoneOffset"":240,""app"":""com.apple.podcasts"",""episodes_from_itunes"":0}",,0.0,608296486.095274,
