db_tag_id,tag_id,lang_code,tag_name
2211,225,en,assist
2212,2250,en,northwest
2213,2251,en,nose
2214,2252,en,nosepick
2215,2253,en,nosmoking
2216,2254,en,nostalgia
2217,2255,en,notbad
2218,2256,en,note
2219,2257,en,notebook
2220,2258,en,notepad
2221,2259,en,nothanks
2222,226,en,asterisk
2223,2260,en,nothing
2224,2261,en,notlistening
2225,2262,en,noworries
2226,2263,en,np
2227,226337,en,noob
2228,226339,en,muerto
2229,2264,en,number
2230,2265,en,nurse
2231,2266,en,nut
2232,2266080,en,makeawish
2233,2266081,en,superkawaii
2234,2267,en,O_O
2235,2268,en,oak
2236,2269,en,obedient
2237,227,en,asteroid
2238,2270,en,obese
2239,2271,en,obsessed
2240,2272,en,obvious
2241,2273,en,occupied
2242,2274,en,ocean
2243,2275,en,octopus
2244,2276,en,oden
2245,2277,en,odie
2246,2278,en,off
2247,2279,en,offended
2248,228,en,astonish
2249,2280,en,offer
2250,2281,en,office
2251,2282,en,officer
2252,2283,en,oh
2253,2284,en,ohm
2254,2285,en,ohno
2255,2286,en,oil
2256,2287,en,oj
2257,2287570,en,korilakkuma
2258,2287571,en,kiiroitori
2259,2287572,en,TVXQ
2260,2287573,en,Yunho
2261,2288,en,ojipan
2262,2289,en,ok
2263,229,en,astound
2264,2290,en,old
2265,2291,en,omark
2266,2292,en,omelette
2267,2293,en,omfg
2268,2294,en,omg
2269,2295,en,omw
2270,2296,en,on
2271,2297,en,on/off
2272,2298,en,once
2273,2299,en,one
2274,23,en,!?
2275,230,en,astrology
2276,2300,en,onestar
2277,2301,en,oni
2278,2302,en,onigiri
2279,2303,en,onion
2280,2304,en,onlineshopping
2281,2305,en,oof
2282,2306,en,ooh
2283,2307,en,oops
2284,2308,en,open
2285,2309,en,opener
2286,231,en,astronaut
2287,2310,en,ophiuchus
2288,2311,en,orange
2289,2312,en,orangutan
2290,2313,en,orca
2291,2314,en,order
2292,2315,en,organic
2293,2316,en,origami
2294,2317,en,orly
2295,2318,en,oscar
2296,2319,en,ostrich
2297,232,en,at
2298,2320,en,OTL
2299,2321,en,otter
2300,2322,en,ouch
2301,2323,en,oui
2302,2324,en,out
2303,2325,en,outfit
2304,2326,en,outgoing
2305,2327,en,outlet
2306,2328,en,outrage
2307,2329,en,outside
2308,233,en,ate
2309,2331,en,overhear
2310,2332,en,overwhelmed
2311,2332549,en,Changmin
2312,2333,en,owe
2313,2334,en,owl
2314,2335,en,ox
2315,2336,en,oxford
2316,2337,en,oxygen
2317,2338,en,oy
2318,2339,en,oyster
2319,234,en,athlete
2320,2341,en,pack
2321,2342,en,package
2322,2343,en,padthai
2323,2344,en,paella
2324,2345,en,page
2325,2346,en,pager
2326,2347,en,pail
2327,2348,en,pain
2328,2349,en,painauchocolat
2329,235,en,ATM
2330,2350,en,paint
2331,2351,en,pajamas
2332,2352,en,palace
2333,2353,en,palette
2334,2354,en,palm
2335,2355,en,palmtree
2336,2356,en,pamper
2337,2357,en,pancake
2338,2358,en,panda
2339,2359,en,pandaba
2340,2360,en,panhandle
2341,2361,en,panic
2342,2363,en,panther
2343,2364,en,pants
2344,2366,en,paper
2345,2367,en,paperclip
2346,2368,en,paperwork
2347,2369,en,paradise
2348,237,en,attack
2349,2370,en,paramedic
2350,2371,en,paranoid
2351,2372,en,pardon
2352,2373,en,parent
2353,2374,en,parfait
2354,2375,en,paris
2355,2376,en,parking
2356,2377,en,parrot
2357,2378,en,partner
2358,2379,en,party
2359,238,en,attendant
2360,2381,en,partyhat
2361,2381162,en,Cooloff
2362,2381163,en,wanderlust
2363,2382,en,partytime
2364,2383,en,passion
2365,2384,en,passout
2366,2385,en,pasta
2367,2386,en,pastor
2368,2387,en,pastry
2369,2388,en,pathetic
2370,2388440,en,dreamguy
2371,2389,en,patient
2372,239,en,attention
2373,2390,en,patriotic
2374,2391,en,pause
2375,2392,en,pavilion
2376,2393,en,paw
2377,2394,en,pawn
2378,2395,en,pawprint
2379,2396,en,pb
2380,2397,en,peace
2381,2398,en,peaceful
2382,2399,en,peach
2383,240,en,attractive
2384,2400,en,peacock
2385,2401,en,peanut
2386,2401138,en,justamoment
2387,2402,en,peanutbutter
2388,2403,en,pear
2389,2404,en,pearl
2390,2405,en,peck
2391,2406,en,pedicure
2392,2407,en,pee
2393,2408,en,peek
2394,2408418,en,bebacksoon
2395,2409,en,peekaboo
2396,241,en,audio
2397,2410,en,peeve
2398,2411,en,pegasus
2399,2412,en,pelican
2400,2413,en,pen
2401,2414,en,pencil
2402,2415,en,penguin
2403,2415699,en,closecall
2404,2415700,en,manly
2405,2416,en,pensive
2406,2417,en,pentagram
2407,2418,en,pepperoni
2408,2419,en,percussion
2409,2420,en,perfect
2410,2421,en,perform
2411,242191,en,event
2412,242194,en,news
2413,242199,en,kungfu
2414,2422,en,performer
2415,242205,en,godmother
2416,242206,en,giant
2417,242207,en,curse
2418,242213,en,question
2419,2422982,en,talented
2420,2423,en,perfume
2421,2424,en,personality
2422,2425,en,perv
2423,2426,en,pet
2424,2427,en,petal
2425,2428,en,phew
2426,2429,en,pho
2427,243,en,aurora
2428,2430,en,phone
2429,2432,en,photo
2430,2433,en,photobooth
2431,2434,en,photographer
2432,2435,en,photowall
2433,2436,en,piano
2434,2437,en,pick
2435,2438,en,picnic
2436,2439,en,pie
2437,244,en,australia
2438,2441,en,pierce
2439,2442,en,pierrot
2440,2443,en,pig
2441,2444,en,pigeon
2442,2445,en,piggyback
2443,2446,en,piggybank
2444,2447,en,piglet
2445,2448,en,pigout
2446,2449,en,pile
2447,245,en,authority
2448,2450,en,pill
2449,2451,en,pillow
2450,2452,en,pilot
2451,2453,en,pimple
2452,2454,en,pin
2453,2455,en,pinata
2454,2456,en,pinch
2455,2457,en,pine
2456,2458,en,pineapple
2457,2459,en,pinetree
2458,246,en,auto
2459,2460,en,pingpong
2460,2461,en,pink
2461,2462,en,pinky
2462,2463,en,pinkyswear
2463,2464,en,pinscher
2464,2465,en,pint
2465,2466,en,pinup
2466,2467,en,pipe
2467,2468,en,pirate
2468,2469,en,pisces
2469,247,en,autumn
2470,2470,en,pissed
2471,2471,en,pitch
2472,2472,en,pity
2473,2473,en,pix
2474,2474,en,pizza
2475,2475,en,plain
2476,2476,en,plan
2477,2477,en,plane
2478,2478,en,planet
2479,2479,en,plank
2480,248,en,aviator
2481,2480,en,plant
2482,2481,en,plantain
2483,2482,en,plate
2484,2483,en,platform
2485,2484,en,platypus
2486,2485,en,play
2487,2486,en,playground
2488,2487,en,playlist
2489,2488,en,pleasant
2490,2489,en,please
2491,249,en,awake
2492,2490,en,pledge
2493,2491,en,plot
2494,2492,en,plug
2495,2493,en,plunger
2496,2494,en,plur
2497,2495,en,pluto
2498,2496,en,pochi
2499,2497,en,pocketknife
2500,2498,en,poet
2501,2499,en,point
2502,25,en,\m/
2503,250,en,award
2504,2500,en,pointer
2505,2501,en,pointless
2506,2502,en,poison
2507,2503,en,poke
2508,2504,en,poker
2509,2505,en,polarbear
2510,2506,en,police
2511,2507,en,polite
2512,2508,en,politics
2513,2509,en,polo
2514,251,en,aware
2515,2510,en,ponder
2516,2511,en,poodle
2517,2512,en,pooh
2518,2513,en,pool
2519,2515,en,poop
2520,2516,en,poopneedle
2521,2517,en,poor
2522,2518,en,pop
2523,2519,en,popcorn
2524,252,en,awe
2525,2520,en,pope
2526,2521,en,popout
2527,2522,en,popper
2528,2524,en,popsicle
2529,2525,en,pork
2530,2527,en,portapotty
2531,2528,en,pose
2532,253,en,awesome
2533,2530,en,posi
2534,2531,en,positive
2535,2532,en,possible
2536,2534,en,postoffice
2537,2535,en,pot
2538,2536,en,potato
2539,2537,en,potion
2540,2537764,en,SpongeBob
2541,2537765,en,someothertime
2542,2537766,en,sharingan
2543,2537767,en,idontfeellikelosing
2544,2537768,en,Naruto
2545,2537769,en,Kakashi
2546,2537770,en,Sasuke
2547,2537771,en,thumbup
2548,2537772,en,kerokerokeroppi
2549,2537773,en,pompompurin
2550,2537774,en,goldenretriever
2551,2537775,en,minnanotabo
2552,2537776,en,reluctant
2553,2537777,en,kimono
2554,2538,en,pouch
2555,2539,en,pounce
2556,254,en,awful
2557,2540,en,pound
2558,2541,en,pour
2559,2542,en,pout
2560,2543,en,powder
2561,2544,en,power
2562,2545062,en,lala
2563,2545063,en,kiki
2564,2546,en,powerpuff
2565,2548,en,practice
2566,2549,en,prairiedog
2567,255,en,awkward
2568,2550,en,prance
2569,2551,en,prank
2570,2552,en,prawn
2571,2552362,en,sleepy
2572,2553,en,pray
2573,2554,en,prayingmantis
2574,2555,en,predict
2575,2556,en,pregnant
2576,2557,en,prepare
2577,2558,en,preppy
2578,2559,en,present
2579,256,en,aww
2580,2560,en,presentation
2581,2561,en,pressure
2582,2562,en,pretend
2583,2563,en,pretty
2584,2564,en,pretzel
2585,2565,en,prick
2586,2566,en,priest
2587,2567,en,prince
2588,2568,en,princess
2589,2569,en,principal
2590,257,en,axe
2591,2570,en,prison
2592,2571,en,privacy
2593,2573,en,prize
2594,2574,en,problem
2595,2575,en,procrastinate
2596,2576,en,production
2597,2577,en,professional
2598,2578,en,professor
2599,2579,en,project
2600,258,en,ayce
2601,2580,en,projector
2602,2581,en,prom
2603,2582,en,promise
2604,2584,en,propose
2605,2585,en,protect
2606,2586,en,proud
2607,2586464,en,lose
2608,2586465,en,definite
2609,2586466,en,doit
2610,2586467,en,super
2611,2586468,en,dw
2612,2586469,en,whocares
2613,2587,en,psst
2614,2588,en,psy
2615,2589,en,psychedelic
2616,259,en,aye
2617,2590,en,psychic
2618,2591,en,psycho
2619,2592,en,pteranodon
2620,2593,en,pterodactyl
2621,2595,en,publicschool
2622,2596,en,pudding
2623,2597,en,puddle
2624,2598,en,puff
2625,2599,en,pug
2626,26,en,^^
2627,260,en,ayupan
2628,2600,en,pull
2629,2602,en,pump
2630,2603,en,pumpkin
2631,2604,en,punch
2632,2605,en,punish
2633,2606,en,punk
2634,2607,en,puppet
2635,2608,en,purin
2636,2609,en,purple
2637,261,en,b&w
2638,2610,en,purse
2639,2611,en,push
2640,2612,en,pushup
2641,2613,en,puzzle
2642,2614,en,pyramid
2643,2615,en,quarrel
2644,2616,en,quarter
2645,2617,en,quarterrest
2646,2618,en,queen
2647,2619,en,quiche
2648,262,en,babe
2649,2620,en,quiet
2650,2621,en,quote
2651,2622,en,rabbi
2652,2623,en,rabbit
2653,2624,en,raccoon
2654,2625,en,race
2655,2626,en,racecar
2656,2627,en,rack
2657,2628,en,racket
2658,2629,en,rad
2659,263,en,baby
2660,2630,en,radio
2661,2631,en,rage
2662,2632,en,rah
2663,2633,en,rail
2664,2634,en,rain
2665,2635,en,rainboot
2666,2636,en,rainbow
2667,2637,en,raincloud
2668,2638,en,raincoat
2669,2639,en,raincorn
2670,264,en,babysit
2671,2640,en,raindrop
2672,2641442,en,dorami
2673,2641443,en,Minidora
2674,2641444,en,dontlookatme
2675,2641445,en,onemomentplease
2676,2641446,en,Godzilla
2677,2642,en,raise
2678,2643,en,ram
2679,2644,en,ramen
2680,2645,en,randy
2681,2646,en,ranger
2682,2647,en,rap
2683,2648,en,rapunzel
2684,2649,en,raspberry
2685,265,en,back
2686,2650,en,rate
2687,2651,en,rave
2688,2652,en,raven
2689,2653,en,reach
2690,2654,en,read
2691,2655,en,ready
2692,2656,en,reality
2693,2657,en,really
2694,2658,en,receipt
2695,2659,en,reception
2696,266,en,backpack
2697,2660,en,recite
2698,2661,en,recline
2699,2662,en,record
2700,2663,en,recorder
2701,2664,en,records
2702,2665,en,recycle
2703,2666,en,red
2704,2667,en,redhanded
2705,2668,en,redhood
2706,2669,en,reef
2707,267,en,backup
2708,2670,en,reel
2709,2671,en,referee
2710,2672,en,reflect
2711,2672958,en,nocturnal
2712,2673,en,reflection
2713,2674,en,refuse
2714,2675,en,regret
2715,2676,en,reindeer
2716,2677,en,reject
2717,2678,en,relax
2718,2679,en,relief
2719,268,en,bacon
2720,2680,en,religion
2721,268006,en,!!
2722,268007,en,??
2723,2681,en,remember
2724,2682,en,remote
2725,2683,en,repeat
2726,2684,en,reporter
2727,2685,en,reptile
2728,2686,en,rescue
2729,2687,en,research
2730,2688,en,respect
2731,2689,en,rest
2732,269,en,bad
2733,2690,en,restaurant
2734,2691,en,restricted
2735,2692,en,retreat
2736,2693,en,retro
2737,2694,en,return
2738,2695,en,reuben
2739,2696,en,reveal
2740,2697,en,revenge
2741,2697778,en,likeew
2742,2697779,en,#live
2743,2697780,en,Doilookfat?
2744,2697781,en,liketotally
2745,2697782,en,XCUSE?!
2746,2697783,en,OK?
2747,2697784,en,flexible
2748,2698,en,reverse
2749,2699,en,revolution
2750,27,en,-_-
2751,270,en,badass
2752,2700,en,rewind
2753,2701,en,rex
2754,2702,en,rhino
2755,2703,en,ribbon
2756,2704,en,ribs
2757,2705,en,rice
2758,2705100,en,bodycare
2759,2705101,en,skin
2760,2706,en,riceball
2761,2707,en,rich
2762,2708,en,ride
2763,2709,en,ridicule
2764,271,en,badtzmaru
2765,2710,en,right
2766,2711,en,ring
2767,2713,en,ringtoss
2768,2714,en,rio
2769,2715,en,riot
2770,2716,en,rip
2771,2717,en,river
2772,2718,en,roadtrip
2773,2719,en,roar
2774,272,en,bag
2775,2720,en,roast
2776,2721,en,roastbeef
2777,2722,en,roasted
2778,2723,en,robin
2779,2725,en,robot
2780,2726,en,rock
2781,2727,en,rockclimb
2782,2728,en,rocket
2783,2729,en,rocknroll
2784,273,en,bagel
2785,2730,en,rockon
2786,2731,en,rod
2787,2732,en,rodent
2788,2733,en,rofl
2789,2734,en,roger
2790,2735,en,roll
2791,2736,en,roller
2792,2737,en,rollercoaster
2793,2738,en,rollerskate
2794,2739,en,romance
2795,274,en,bagpipe
2796,2740,en,rome
2797,2741,en,romeo
2798,2742,en,roof
2799,2743,en,roofraise
2800,2745,en,rook
2801,2746,en,rooster
2802,2747,en,rope
2803,2748,en,ropeswing
2804,2749,en,rose
2805,275,en,baguette
2806,2750,en,rotisserie
2807,2751,en,rouge
2808,2752,en,roulette
2809,2753362,en,moomin
2810,2753363,en,floren
2811,2753364,en,moominpappa
2812,2753365,en,moominmamma
2813,2753366,en,snufkin
2814,2753367,en,hattifatteners
2815,2753368,en,tooticky
2816,2753369,en,hemulen
2817,2753370,en,fillyjonk
2818,2753371,en,nightclub
2819,2753372,en,bo-bobo
2820,2753373,en,popparocks
2821,2753374,en,jellyjiggler
2822,2753375,en,gasser
2823,2753376,en,nosehair
2824,2753377,en,dengakuman
2825,2753378,en,kingnosehair
2826,2753379,en,quit
2827,2753380,en,softon
2828,2753381,en,crossdresser
2829,2753382,en,hereiam
2830,2753383,en,unlucky
2831,2753384,en,hatenkou
2832,2753385,en,suzu
2833,2753386,en,spaced
2834,2753387,en,denbochan
2835,2753388,en,serviceman
2836,2755,en,royal
2837,2756,en,rsvp
2838,2757,en,rub
2839,2758,en,rubberduck
2840,2759,en,rubberducky
2841,276,en,bahndalon
2842,2760,en,ruby
2843,2761,en,rude
2844,2762,en,rudolph
2845,2764,en,ruined
2846,2765,en,ruins
2847,2766,en,rule
2848,2767,en,ruler
2849,2768,en,run
2850,2769,en,runnynose
2851,277,en,bake
2852,2770,en,rush
2853,2770581,en,stinky
2854,2771,en,russianblue
2855,2772,en,rv
2856,2773,en,rx
2857,2774,en,sackrace
2858,2775,en,sad
2859,2776,en,safari
2860,2777,en,safe
2861,2778,en,sagittarius
2862,2779,en,sail
2863,278,en,baked
2864,2780,en,sake
2865,2781,en,salad
2866,2782,en,salami
2867,2783,en,sale
2868,2784,en,sally
2869,2785,en,salmon
2870,2785813,en,flipout
2871,2785814,en,whatthefuuuuu
2872,2786,en,salon
2873,2787,en,salute
2874,2788,en,same
2875,2789,en,samgyetang
2876,279,en,bakery
2877,2790,en,samosa
2878,2791,en,samurai
2879,2792,en,sand
2880,2793,en,sandal
2881,2793166,en,asuna
2882,2793167,en,kirito
2883,2793168,en,leafa
2884,2793169,en,suguha
2885,2793170,en,sinon
2886,2793171,en,yuki
2887,2793172,en,yui
2888,2793173,en,silica
2889,2793174,en,lisbeth
2890,2793175,en,klein
2891,2793176,en,deathgun
2892,2793177,en,swordartonline
2893,2794,en,sandcastle
2894,2795,en,sandwich
2895,2796,en,santa
2896,2797,en,sanzaru
2897,2798,en,sarcastic
2898,2799,en,sardines
2899,28,en,<_<
2900,280,en,balance
2901,2800,en,sashimi
2902,2801,en,satay
2903,2802,en,satisfy
2904,2803,en,saturn
2905,2804,en,sausage
2906,2805,en,save
2907,2806,en,savethedate
2908,2807,en,savings
2909,2808,en,sax
2910,2809,en,say
2911,281,en,bald
2912,2810,en,saywhat
2913,2811,en,scale
2914,2812,en,scandal
2915,2813,en,scared
2916,2814,en,scarf
2917,2815,en,scavenge
2918,2816,en,scent
2919,2817,en,schedule
2920,2818,en,scheme
2921,2818330,en,outdoor
2922,2819,en,school
2923,282,en,baldeagle
2924,2820,en,science
2925,2821,en,scientist
2926,2822,en,scissors
2927,2823,en,scoff
2928,2824,en,scold
2929,2825,en,scooter
2930,2825685,en,shudder
2931,2825686,en,freshair
2932,2826,en,score
2933,2827,en,scorpio
2934,283,en,ball
2935,2830,en,scout
2936,283007,en,carpet
2937,283009,en,fairytale
2938,283010,en,lookout
2939,283012,en,spoiled
2940,283014,en,vain
2941,283015,en,wallflower
2942,2831,en,scrambled
2943,2832,en,scratch
2944,2833,en,scream
2945,2833042,en,takeiteasy
2946,2834,en,scribble
2947,2835,en,scroll
2948,2836,en,scrooge
2949,2837,en,scrub
2950,2838,en,scuba
2951,2839,en,sculpture
2952,284,en,ballerina
2953,2840,en,sd
2954,2841,en,sea
2955,2842,en,seafood
2956,2843,en,seagull
2957,2844,en,seahorse
2958,2845,en,seal
2959,2848,en,search
2960,285,en,ballet
2961,2850,en,seastar
2962,2851,en,seaturtle
2963,2852,en,sebastian
2964,2852716,en,bulgogi
2965,2853,en,secret
2966,2854,en,secretadmirer
2967,2855,en,secretary
2968,2856,en,security
2969,2857,en,sedan
2970,2858,en,seduce
2971,2859,en,see
2972,286,en,balloon
2973,2860,en,seedling
2974,2861,en,seek
2975,2862,en,seenoevil
2976,2863,en,seesaw
2977,2864,en,seeya
2978,2865,en,segway
2979,2867,en,self
2980,2868,en,selfie
2981,2869,en,selfish
2982,287,en,balloonanimal
2983,2870,en,send
2984,2871,en,sergeant
2985,2872,en,serious
2986,2873,en,serpen
2987,2874,en,serve
2988,2875,en,server
2989,2876,en,sesame
2990,2878,en,sexy
2991,2879,en,shadow
2992,288,en,bam
2993,2880,en,shake
2994,2881,en,shaker
2995,2882,en,shakespeare
2996,2883,en,shame
2997,2884,en,shampoo
2998,2884120,en,Gudetama
2999,2884121,en,Nisetamasan
3000,2884122,en,narrow
3001,2884123,en,cooldown
3002,2884124,en,castella
3003,2884125,en,omelet
3004,2884126,en,fryingpan
3005,2884128,en,unique
3006,2884129,en,onsen
3007,2885,en,shape
3008,2886,en,share
3009,2887,en,shark
3010,2888,en,sharp
3011,2889,en,shave
3012,289,en,bambi
3013,2890,en,shawarma
3014,2891,en,she
3015,2893,en,sheep
3016,2894,en,sheetmusic
3017,2895,en,sheldon
3018,2896,en,shell
3019,2897,en,shellfish
3020,2899,en,shh
3021,29,en,>:(
3022,290,en,bamboo
3023,2900,en,shield
3024,2901,en,shine
3025,2902,en,ship
3026,2903,en,shirt
3027,2904,en,shit
3028,2904456,en,goodnews
3029,2906,en,shiver
3030,2907,en,shock
3031,2908,en,shoe
3032,291,en,banana
3033,2910,en,shoot
3034,2911,en,shootingstar
3035,2912,en,shopping
3036,2913,en,short
3037,2914,en,shorts
3038,2915,en,shots
3039,2916,en,shoulder
3040,2917,en,show
3041,2918,en,shower
3042,2919,en,showoff
3043,292,en,band
3044,2920,en,shrimp
3045,2921,en,shrug
3046,2922,en,shucks
3047,2923,en,shuffle
3048,2924,en,shun
3049,2925,en,shutup
3050,2926,en,shy
3051,2927,en,siberian
3052,2928,en,siberianhusky
3053,2929,en,sibling
3054,293,en,bandage
3055,2930,en,sick
3056,2931,en,sideglance
3057,2932,en,sideways
3058,2933,en,sigh
3059,2934,en,sign
3060,2935,en,signal
3061,2936,en,sikh
3062,2937,en,silent
3063,2938,en,silhouette
3064,2939,en,silly
3065,294,en,bang
3066,2940,en,simcard
3067,2941,en,sing
3068,2942,en,sink
3069,2943,en,sinseollo
3070,2944,en,sip
3071,2945,en,siren
3072,2946,en,sister
3073,2947,en,sit
3074,2948,en,situps
3075,294821,en,kiosk
3076,294822,en,baggageclaim
3077,294823,en,triumph
3078,294824,en,divingboard
3079,294825,en,hut
3080,294826,en,grass
3081,294828,en,mesmerize
3082,294829,en,obviously
3083,294830,en,extend
3084,294831,en,mystery
3085,2949,en,sixpack
3086,295,en,bangles
3087,2950,en,size
3088,2951,en,skate
3089,2952,en,skateboard
3090,2952363,en,solve
3091,2952364,en,critical
3092,2952366,en,approach
3093,2952367,en,detail
3094,2952368,en,priority
3095,2952369,en,invest
3096,2952370,en,responsible
3097,2953,en,skeleton
3098,2954,en,skewer
3099,2955,en,ski
3100,2956,en,skid
3101,2957,en,skill
3102,2958,en,skimmerhat
3103,2959,en,skinny
3104,296,en,banjo
3105,2960,en,skip
3106,2961,en,skirt
3107,2962,en,skull
3108,2963,en,sky
3109,2964,en,skydive
3110,2965,en,skyline
3111,2966,en,skywriting
3112,2967,en,slam
3113,2967145,en,shin-san
3114,2968,en,slap
3115,2969,en,sled
3116,297,en,bank
3117,2970,en,sleep
3118,2971,en,sleepingbag
3119,2974,en,sleepover
3120,2975,en,sleepwalk
3121,2976,en,sleigh
3122,2977,en,slice
3123,2978,en,slick
3124,2979,en,slide
3125,298,en,bar
3126,2980,en,slip
3127,2981,en,slipper
3128,2982,en,slobber
3129,2983,en,sloppy
3130,2984,en,slotmachine
3131,2985,en,slots
3132,2986,en,slurp
3133,2988,en,sly
3134,2989,en,smack
3135,299,en,barber
3136,2990,en,small
3137,2991,en,smart
3138,2992,en,smash
3139,2993,en,smell
3140,2994,en,smh
3141,2995,en,smile
3142,2996,en,smiley
3143,2997,en,smirk
3144,2998,en,smoke
3145,2999,en,smooth
3146,30,en,>:)
3147,300,en,barchart
3148,3000,en,smoothie
3149,3002,en,smug
3150,3003,en,snack
3151,3004,en,snail
3152,3005,en,snake
3153,3006,en,snap
3154,3006775,en,reflectionperfection
3155,3006776,en,deadline
3156,3006777,en,yessssss!
3157,3006778,en,chestbump
3158,3006780,en,stayfresh
3159,3006781,en,funsponge
3160,3006782,en,thestruggle
3161,3007,en,sneak
3162,3008,en,sneaker
3163,3009,en,sneeze
3164,301,en,barf
3165,3010,en,snicker
3166,3011,en,sniffle
3167,3012,en,snob
3168,3014,en,snoopy
3169,3014175,en,outofit
3170,3015,en,snore
3171,3016,en,snort
3172,3017,en,snow
3173,3018,en,snowball
3174,3019,en,snowboard
3175,302,en,barker
3176,3021,en,snowflake
3177,3022,en,snowman
3178,3023,en,snowshoe
3179,3024,en,snowwhite
3180,3025,en,snuggle
3181,3026,en,so
3182,3027,en,soak
3183,3028,en,soap
3184,3029,en,soar
3185,303,en,barricade
3186,3030,en,sob
3187,3031,en,soba
3188,3032,en,sober
3189,3033,en,soccer
3190,3034,en,soda
3191,3035,en,softboiled
3192,3036,en,soggy
3193,3037,en,soldier
3194,3038,en,solitary
3195,3039,en,solo
3196,3040,en,solong
3197,3041,en,sombrero
3198,3042,en,son
3199,3043,en,song
3200,3044,en,soon
3201,3045,en,sorrow
3202,3046,en,sorry
3203,3047,en,SOS
3204,3048,en,sound
3205,3049,en,soup
3206,305,en,baseball
3207,3050,en,sour
3208,3051,en,south
3209,3052,en,southeast
3210,3053,en,southpark
3211,3054,en,southwest
3212,3055,en,soy
3213,3056,en,spa
3214,3057,en,space
3215,3058,en,spaceship
3216,306,en,bashful
3217,3061,en,spades
3218,3062,en,spaghetti
3219,3063,en,spank
3220,3064,en,spark
3221,3065,en,sparkle
3222,3067,en,sparrow
3223,3068,en,spatula
3224,3069,en,speaker
3225,307,en,basil
3226,3070,en,speaknoevil
3227,3071,en,speech
3228,3072,en,speechbubble
3229,3073,en,speechless
3230,3074,en,spell
3231,3075,en,spend
3232,3076,en,spf
3233,3077,en,spider
3234,3078,en,spiderman
3235,3079,en,spill
3236,308,en,basket
3237,3080,en,spin
3238,3081,en,spit
3239,3082,en,spite
3240,3083,en,spittake
3241,3084,en,splash
3242,3085,en,splat
3243,3086,en,split
3244,3087,en,spock
3245,3088,en,spooky
3246,3088064,en,tinychum
3247,3088065,en,humph
3248,3088066,en,nightout
3249,3089,en,spoon
3250,309,en,basketball
3251,3090,en,sport
3252,3091,en,sportscar
3253,3092,en,spotlight
3254,3093,en,spouse
3255,3094,en,spraypaint
3256,3095,en,spread
3257,3096,en,spring
3258,3097,en,springride
3259,3098,en,springroll
3260,3099,en,sprint
3261,31,en,>:O
3262,310,en,bass
3263,3100,en,sprout
3264,3101,en,spy
3265,3102,en,squabble
3266,3103,en,square
3267,3104,en,squash
3268,3105,en,squat
3269,3106,en,squeeze
3270,3106870,en,erenyeager
3271,3106871,en,mikasaackerman
3272,3106872,en,hangezoe
3273,3106873,en,femaletitan
3274,3106874,en,annieleonhart
3275,3106875,en,reinerbraun
3276,3106876,en,leviackerman
3277,3106877,en,arminarlet
3278,3106878,en,sashablouse
3279,3106879,en,historiareiss
3280,3106880,en,jeankirstein
3281,3106881,en,erwinsmith
3282,3106882,en,illkillthemall
3283,3107,en,squid
3284,3108,en,squirm
3285,3109,en,squirrel
3286,311,en,bassclef
3287,3110,en,squirt
3288,3111,en,squirtgun
3289,3112,en,squish
3290,3113,en,stab
3291,3114,en,stag
3292,3115,en,stage
3293,3117,en,stalk
3294,3118,en,stall
3295,3119,en,stan
3296,3120,en,star
3297,3121,en,stare
3298,3122,en,starfish
3299,3123,en,stargazing
3300,3124,en,start
3301,3125,en,startle
3302,3126,en,statue
3303,3127,en,steak
3304,3128,en,steal
3305,3129,en,steamed
3306,313,en,bat
3307,3131,en,step
3308,3132,en,stereo
3309,3133,en,stern
3310,3134,en,stew
3311,3135,en,steward
3312,3136,en,stewardess
3313,3138,en,stick
3314,3139,en,sticky
3315,314,en,bath
3316,3140,en,stiff
3317,3142,en,stink
3318,3143,en,stitch
3319,3144,en,stock
3320,3145,en,stocking
3321,3146,en,stoic
3322,3147,en,stomach
3323,3148,en,stomachache
3324,3149,en,stomp
3325,315,en,bathroom
3326,3150,en,stone
3327,3151,en,stonehenge
3328,3152,en,stonewell
3329,3153,en,stop
3330,3154,en,stopwatch
3331,3155,en,store
3332,3156,en,storm
3333,3157,en,stormtrooper
3334,3158,en,story
3335,3159,en,stout
3336,316,en,batman
3337,3160,en,stove
3338,3162,en,strain
3339,3163,en,strangle
3340,3164,en,strawberry
3341,3165,en,streamers
3342,3166,en,street
3343,3167,en,streetfood
3344,3168,en,streetlight
3345,3169,en,stress
3346,3170,en,stretch
3347,3171,en,strike
3348,3172,en,strings
3349,3174,en,stripe
3350,3176,en,stroll
3351,3177,en,strong
3352,3178,en,struck
3353,3179,en,struggle
3354,318,en,battery
3355,3180,en,strut
3356,3181,en,stub
3357,3181557,en,disneytsumtsum
3358,3181559,en,dumbo
3359,3181560,en,bum
3360,3181562,en,flap
3361,3181564,en,sumikkogurashi
3362,3181565,en,ocha
3363,3181566,en,toohard
3364,3181567,en,tapioca
3365,3181568,en,flyaway
3366,3181569,en,tenpura
3367,3181570,en,dusting
3368,3181571,en,gift
3369,3182,en,stuck
3370,3183,en,student
3371,3184,en,study
3372,3185,en,stumble
3373,3186,en,stump
3374,3187,en,stun
3375,3188,en,stupid
3376,3188990,en,hello
3377,3189,en,style
3378,319,en,bawl
3379,3190,en,sub
3380,3191,en,subtract
