name,name_order,name_section,sort_key
"Axl Rose, Jeffrey Isbell, Saul Hudson, Duff McKagan & Steven Adler",3872406655,0,"b'0*X@\x04LFN2\x06\x04<244L2Z\x04:N,2@@\x06\x04N*R@\x048R0NFD\x06\x040R44\x04B.>*6*D\x04\n\x90\x04NP2T2D\x04*0@2L\x01%%\x01\xdc\xc3\xdc\xc1\xdc\xbf\xdc\xbf\xdc\xc2\xdc\xbf\xdc\xc2\xdc\xc5\xdc\xbf\xdc\xc0\xdc\x08\x00'"
B.o.B,3887207446,1,"b'0,\x08F\x08,\x01\t\x01\xdc\xc3\xdc\x00'"
B.o.B Presents: The Adventures of Bobby Ray (Deluxe),3887390171,1,"b'0,\x08F\x08,\x04HL2N2DPN\x076\x04P82\x04*0T2DPRL2N\x04F4\x04,F,,Z\x04L*Z\x04\t\x8e02@RX2\t\x90\x01%\x17\x01\xdc\xc3\xdc\xc5\xdc\xbd\xdc\xc3\xdc\xb9\xdc\xc1\xdc\xc2\xdc\n\x00'"
Back Into Your System,3888591177,1,"b'0,*.>\x04:DPF\x04ZFRL\x04NZNP2B\x01\x19\x01\xdc\xc2\xdc\xc2\xdc\xc2\xdc\t\x00'"
Backspacer,3888604521,1,"b'0,*.>NH*.2L\x01\x0e\x01\xdc\r\x00'"
Bangarang,3888724623,1,"b'0,*D6*L*D6\x01\r\x01\xdc\x0c\x00'"
Bangarang (feat. Sirah),3888755631,1,"b'0,*D6*L*D6\x04\t\x8e42*P\x08\x04N:L*8\t\x90\x01\x1b\x01\xdc\xb6\xdc\t\x00'"
"Beats, Rhymes & Life",3889092110,1,"b'0,2*PN\x06\x04L8ZB2N\x04\n\x90\x04@:42\x01\x18\x01\xdc\xc0\xdc\xbe\xdc\x07\x00'"
Beck,3889608759,1,"b'0,2.>\x01\x08\x01\xdc\x07\x00'"
Beck Hansen & Greg Kurstin,3889739819,1,"b'0,2.>\x048*DN2D\x04\n\x90\x046L26\x04>RLNP:D\x01\x1e\x01\xdc\xc2\xdc\xbe\xdc\xc2\xdc\n\x00'"
"Beck Hansen, Greg Kurstin & Andrew Wyatt",3889754382,1,"b'0,2.>\x048*DN2D\x06\x046L26\x04>RLNP:D\x04\n\x90\x04*D0L2V\x04VZ*PP\x01%\x0b\x01\xdc\xc2\xdc\xbf\xdc\xc2\xdc\xbd\xdc\xc0\xe0\x08\x00'"
Behind Closed Doors - The Rarities,3890933931,1,"b'0,28:D0\x04.@FN20\x040FFLN\x04\x05\x0e\x04P82\x04L*L:P:2N\x01%\x05\x01\xdc\xc0\xdc\xc0\xdc\xbf\xdc\xc3\xdc\x0b\x00'"
"Benjamin Diamond, Alain Queme, Thomas Bangalter, Dominic King & Frank Musker",3892168843,1,"b'0,2D<*B:D\x040:*BFD0\x06\x04*@*:D\x04JR2B2\x06\x04P8FB*N\x04,*D6*@P2L\x06\x040FB:D:.\x04>:D6\x04\n\x90\x044L*D>\x04BRN>2L\x01%%\x0e\x01\xdc\xbe\xdc\xbe\xdc\xc1\xe0\xc0\xdc\xc0\xdc\xbc\xdc\xbf\xdc\xc0\xdc\xc1\xdc\t\x00'"
Best of Both Worlds,3893095280,1,"b'0,2NP\x04F4\x04,FP8\x04VFL@0N\x01\x17\x01\xdc\xbf\xdc\xc2\xe0\t\x00'"
"Best of Earth, Wind & Fire, Vol. 1",3893124167,1,"b'0,2NP\x04F4\x042*LP8\x06\x04V:D0\x04\n\x90\x044:L2\x06\x04TF@\x08\x04\x0f\x03\x01%\x05\x01\xdc\xbf\xdc\xc0\xe0\xc0\xdc\xc1\xdc\t\x00'"
"Better Hide, Better Run (feat. Mark Johns)",3893388348,1,"b'0,2PP2L\x048:02\x06\x04,2PP2L\x04LRD\x04\t\x8e42*P\x08\x04B*L>\x04<F8DN\t\x90\x01%\r\x01\xdc\xc0\xdc\xc1\xdc\xc0\xdc\xbc\xdc\xc2\xdc\t\x00'"
Black Album,3896978288,1,"b'0,@*.>\x04*@,RB\x01\x0f\x01\xdc\xc1\xdc\x08\x00'"
Black Kids,3897044093,1,"b'0,@*.>\x04>:0N\x01\x0e\x01\xdc\xc1\xdc\x07\x00'"
Black Star,3897051404,1,"b'0,@*.>\x04NP*L\x01\x0e\x01\xdc\xc1\xdc\x07\x00'"
Block Rockin' Beats (2003 Remaster),3897117210,1,"b'0,@F.>\x04LF.>:D\tj\x04,2*PN\x04\t\x8e\x0fS\x99\x04L2B*NP2L\t\x90\x01$\x01\xdc\xc1\xdc\xbf\xdc\xbe\xdc\x0c\x00'"
Blue Album,3897327829,1,"b'0,@R2\x04*@,RB\x01\x0e\x01\xdc\xc2\xdc\x08\x00'"
Blue Collar,3897342205,1,"b'0,@R2\x04.F@@*L\x01\x0f\x01\xdc\xc2\xdc\t\x00'"
Blue Sky,3897365384,1,"b'0,@R2\x04N>Z\x01\x0c\x01\xdc\xc2\xdc\x06\x00'"
Blueprint 3,3897430247,1,"b'0,@R2HL:DP\x04\x0f\x05\x01\x0f\x01\xdc\x0e\x00'"
Bouquet - EP,3898117823,1,"b'0,FRJR2P\x04\x05\x0e\x042H\x01\x10\x01\xdc\xbd\xdc\xdc\x00'"
Boxer,3898136942,1,"b'0,FX2L\x01\t\x01\xdc\x08\x00'"
Boys Noize,3898189199,1,"b'0,FZN\x04DF:\\2\x01\x0e\x01\xdc\xc2\xdc\x08\x00'"
Breakbeat,3898659521,1,"b'0,L2*>,2*P\x01\r\x01\xdc\x0c\x00'"
Brotherhood,3899214164,1,"b'0,LFP82L8FF0\x01\x0f\x01\xdc\x0e\x00'"
Bruno Mars,3899309347,1,"b'0,LRDF\x04B*LN\x01\x0e\x01\xdc\xc1\xdc\x07\x00'"
"Bruno Mars, Christopher ""Brody"" Brown & Philip Lawrence",3899395012,1,"b'0,LRDF\x04B*LN\x06\x04.8L:NPFH82L\x04\tx,LF0Z\tx\x04,LFVD\x04\n\x90\x04H8:@:H\x04@*VL2D.2\x01%\x1a\x01\xdc\xc1\xdc\xc1\xdc\xba\xdc\xc0\xdc\xbf\xdc\xc0\xdc\x0b\x00'"
Busy Child,3900166003,1,"b'0,RNZ\x04.8:@0\x01\x0e\x01\xdc\xc2\xdc\x08\x00'"
"C. Wallace, Chris Martin & Khary Turner",3915611777,2,b'0.\x08\x04V*@@*.2\x06\x04.8L:N\x04B*LP:D\x04\n\x90\x04>8*LZ\x04PRLD2L\x01%\n\x01\xdc\xc4\xe0\xbe\xdc\xc1\xdc\xbe\xdc\xc1\xdc\t\x00'
"Caleb Followill, Nathan Followill, Jared Followill & Matthew Followill",3917192767,2,"b'0.*@2,\x044F@@FV:@@\x06\x04D*P8*D\x044F@@FV:@@\x06\x04<*L20\x044F@@FV:@@\x04\n\x90\x04B*PP82V\x044F@@FV:@@\x01%%\x08\x01\xdc\xc1\xdc\xbc\xdc\xc0\xdc\xbc\xdc\xc1\xdc\xbb\xdc\xbf\xdc\x0c\x00'"
Call on Me - EP,3919144605,2,b'0.*@@\x04FD\x04B2\x04\x05\x0e\x042H\x01\x13\x01\xdc\xbf\xdc\xc2\xdc\xdc\x00'
Call on Me (Radio Edit),3919320270,2,b'0.*@@\x04FD\x04B2\x04\t\x8eL*0:F\x0420:P\t\x90\x01\x1b\x01\xdc\xbf\xdc\xc3\xdc\xc1\xdc\x08\x00'
Calvin Harris,3919478369,2,b'0.*@T:D\x048*LL:N\x01\x11\x01\xdc\xc0\xdc\t\x00'
Chainsmokers,3921688255,2,b'0.8*:DNBF>2LN\x01\x10\x01\xdc\x0f\x00'
Champ,3921775699,2,b'0.8*BH\x01\t\x01\xdc\x08\x00'
Champion,3921784443,2,b'0.8*BH:FD\x01\x0c\x01\xdc\x0b\x00'
"Che Smith, Justin Smith, Jerry Harris, Toby Henry & Sylvia Robinson",3921863142,2,"b'0.82\x04NB:P8\x06\x04<RNP:D\x04NB:P8\x06\x04<2LLZ\x048*LL:N\x06\x04PF,Z\x0482DLZ\x04\n\x90\x04NZ@T:*\x04LF,:DNFD\x01%%\x05\x01\xdc\xc3\xdc\xc0\xdc\xc0\xdc\xc0\xdc\xc1\xdc\xbf\xdc\xc2\xdc\xbf\xdc\xc0\xdc\x0b\x00'"
Chemical Brothers,3921944641,2,"b'0.82B:.*@\x04,LFP82LN\x01\x15\x01\xdc\xbe\xdc\x0b\x00'"
Cherry Wine (feat. Amy Winehouse),3921991706,2,b'0.82LLZ\x04V:D2\x04\t\x8e42*P\x08\x04*BZ\x04V:D28FRN2\t\x90\x01%\x01\xdc\xc0\xe0\xbb\xdc\xc3\xe0\r\x00'
Chris Cornell,3922071104,2,b'0.8L:N\x04.FLD2@@\x01\x11\x01\xdc\xc1\xdc\n\x00'
Chris D'Abaldo & Josey Scott,3922079927,2,"b'0.8L:N\x040\tj*,*@0F\x04\n\x90\x04<FN2Z\x04N.FPP\x01 \x01\xdc\xc1\xdc\xc5\xdc\xbe\xdc\xc1\xdc\x08\x00'"
Chris DeGarmo & Geoff Tate,3922080907,2,b'0.8L:N\x04026*LBF\x04\n\x90\x0462F44\x04P*P2\x01\x1e\x01\xdc\xc1\xdc\xc5\xdc\xbf\xdc\xc1\xdc\x07\x00'
"Chris James, Josh Davis & Michael Collins",3922089730,2,b'0.8L:N\x04<*B2N\x06\x04<FN8\x040*T:N\x04\n\x90\x04B:.8*2@\x04.F@@:DN\x01%\x0c\x01\xdc\xc1\xdc\xc0\xdc\xc2\xdc\xbf\xdc\xbf\xdc\n\x00'
"Chris Martin, Guy Berryman, Will Champion & Jonny Buckland",3922139473,2,"b'0.8L:N\x04B*LP:D\x06\x046RZ\x04,2LLZB*D\x06\x04V:@@\x04.8*BH:FD\x04\n\x90\x04<FDDZ\x04,R.>@*D0\x01%\x1d\x01\xdc\xc1\xdc\xbf\xdc\xc3\xdc\xbd\xe0\xc2\xdc\xbc\xdc\xc1\xdc\x0b\x00'"
Classixx,3922587165,2,b'0.@*NN:XX\x01\x0c\x01\xdc\x0b\x00'
Coldplay,3922933467,2,b'0.F@0H@*Z\x01\x0c\x01\xdc\x0b\x00'
Collection,3922971946,2,b'0.F@@2.P:FD\x01\x0e\x01\xdc\r\x00'
Collision Course - EP,3922981748,2,b'0.F@@:N:FD\x04.FRLN2\x04\x05\x0e\x042H\x01\x19\x01\xdc\xbd\xdc\xbe\xdc\xdc\x00'
Colors,3923061148,2,b'0.F@FLN\x01\n\x01\xdc\t\x00'
Comfortable (feat. Babyface),3924770168,2,"b'0.FB4FLP*,@2\x04\t\x8e42*P\x08\x04,*,Z4*.2\t\x90\x01 \x01\xdc\xb4\xdc\x0c\x00'"
Common,3924959079,2,b'0.FBBFD\x01\n\x01\xdc\t\x00'
Consequence,3930259931,2,b'0.FDN2JR2D.2\x01\x0f\x01\xdc\x0e\x00'
Craig Mack,3931375148,2,b'0.L*:6\x04B*.>\x01\x0e\x01\xdc\xc1\xdc\x07\x00'
Crystal Method,3931512830,2,b'0.LZNP*@\x04B2P8F0\x01\x12\x01\xdc\xbf\xdc\t\x00'
D-D-Don't Don't Stop the Beat,3958063686,3,"b'00\x05\x0e0\x05\x0e0FD\tjP\x040FD\tjP\x04NPFH\x04P82\x04,2*P\x01!\x01\xdc\xc5\xdc\xc5\xdc\xc1\xdc\xc1\xdc\xbe\xdc\x07\x00'"
"D. Carter, J. Preyan, F. Najm, J. Salinas & O. Salinas",3960040101,3,b'00\x08\x04.*LP2L\x06\x04<\x08\x04HL2Z*D\x06\x044\x08\x04D*<B\x06\x04<\x08\x04N*@:D*N\x04\n\x90\x04F\x08\x04N*@:D*N\x01%\x19\x01\xdc\xc4\xdc\xbf\xdc\xc4\xdc\xbf\xdc\xc4\xdc\xc1\xdc\xc4\xdc\xbd\xdc\xc4\xdc\n\x00'
"D. Carter, K. West, K. Edmonds, R. Bailey, M. Kent, Kenneth Williams, Alicia Keys & H. Lily",3960062061,3,"b'00\x08\x04.*LP2L\x06\x04>\x08\x04V2NP\x06\x04>\x08\x0420BFD0N\x06\x04L\x08\x04,*:@2Z\x06\x04B\x08\x04>2DP\x06\x04>2DD2P8\x04V:@@:*BN\x06\x04*@:.:*\x04>2ZN\x04\n\x90\x048\x08\x04@:@Z\x01%%\x1d\x01\xdc\xc4\xdc\xbf\xdc\xc4\xe0\xc1\xdc\xc4\xdc\xbe\xdc\xc4\xdc\xbf\xdc\xc4\xdc\xc1\xdc\xbf\xe0\xbd\xdc\xc0\xdc\xc0\xdc\xc4\xdc\x07\x00'"
"D. Marouani, J. Smith, P. Greedus & T. K. Greene",3960503704,3,b'00\x08\x04B*LFR*D:\x06\x04<\x08\x04NB:P8\x06\x04H\x08\x046L220RN\x04\n\x90\x04P\x08\x04>\x08\x046L22D2\x01%\x13\x01\xdc\xc4\xdc\xbd\xdc\xc4\xdc\xc0\xdc\xc4\xdc\xbd\xdc\xc4\xdc\xc4\xdc\t\x00'
Daft Punk,3962480118,3,b'00*4P\x04HRD>\x01\r\x01\xdc\xc2\xdc\x07\x00'
"Dan Hawkins, Ed Graham, Frankie Poullain & Justin Hawkins",3962677759,3,b'00*D\x048*V>:DN\x06\x0420\x046L*8*B\x06\x044L*D>:2\x04HFR@@*:D\x04\n\x90\x04<RNP:D\x048*V>:DN\x01%\x1c\x01\xdc\xc3\xdc\xbe\xdc\xc4\xdc\xbf\xdc\xbf\xdc\xbc\xdc\xc0\xdc\n\x00'
Dance,3962699720,3,b'00*D.2\x01\t\x01\xdc\x08\x00'
Dance the Night Away,3962726831,3,b'00*D.2\x04P82\x04D:68P\x04*V*Z\x01\x18\x01\xdc\xbd\xdc\xc1\xdc\x07\x00'
"Daniel Johnson, Dann Gallucci, Dustin William Brower, Eric Judy, Isaac Brock, Jonathon Keith Brown, Kane & Wasalu Jaco",3962985954,3,"b'00*D:2@\x04<F8DNFD\x06\x040*DD\x046*@@R..:\x06\x040RNP:D\x04V:@@:*B\x04,LFV2L\x06\x042L:.\x04<R0Z\x06\x04:N**.\x04,LF.>\x06\x04<FD*P8FD\x04>2:P8\x04,LFVD\x06\x04>*D2\x04\n\x90\x04V*N*@R\x04<*.F\x01%%%\x17\x01\xdc\xc0\xdc\xbe\xdc\xc2\xdc\xbd\xdc\xc0\xe0\xbf\xdc\xbf\xdc\xc2\xdc\xc1\xdc\xc1\xdc\xc0\xdc\xbe\xdc\xc1\xdc\xc0\xdc\xc0\xe0\xc0\xdc\x07\x00'"
Darkness,3963137044,3,b'00*L>D2NN\x01\x0c\x01\xdc\x0b\x00'
Definition,3963967891,3,b'0024:D:P:FD\x01\x0e\x01\xdc\r\x00'
Dennis Coles & J. Smith,3964045205,3,b'002DD:N\x04.F@2N\x04\n\x90\x04<\x08\x04NB:P8\x01\x1b\x01\xdc\xc0\xdc\xbf\xdc\xc4\xdc\x08\x00'
Derelicts of Dialect,3964065065,3,b'002L2@:.PN\x04F4\x040:*@2.P\x01\x18\x01\xdc\xba\xdc\n\x00'
Digital Era,3964761534,3,b'00:6:P*@\x042L*\x01\x0f\x01\xdc\xbf\xdc\x06\x00'
Discovery,3964834881,3,b'00:N.FT2LZ\x01\r\x01\xdc\x0c\x00'
DJ Got Us Fallin' in Love (feat. Pitbull),3964977283,3,"b'00<\x046FP\x04RN\x044*@@:D\tj\x04:D\x04@FT2\x04\t\x8e42*P\x08\x04H:P,R@@\t\x90\x01%\x0c\x01\xdc\xdc\xc5\xdc\xc3\xdc\xc4\xdc\xbc\xdc\xbb\xdc\x0b\x00'"
dj honda,3964979041,3,b'00<\x048FD0*\x01\x0c\x01\x0c\x00'
DJ Jazzy Jeff & The Fresh Prince,3964981846,3,b'00<\x04<*\\\\Z\x04<244\x04\n\x90\x04P82\x044L2N8\x04HL:D.2\x01$\x01\xdc\xdc\xc5\xdc\xc1\xdc\xc0\xdc\xc3\xdc\xc1\xdc\t\x00'
DJ Shadow,3964994864,3,b'00<\x04N8*0FV\x01\r\x01\xdc\xdc\xc5\xdc\t\x00'
DMX,3965611105,3,b'00BX\x01\x07\x01\xdc\xdc\xdc\x00'
Don't Quit Your Day Job,3967405021,3,"b'00FD\tjP\x04JR:P\x04ZFRL\x040*Z\x04<F,\x01\x1b\x01\xdc\xc1\xe0\xc2\xdc\xc2\xdc\xc3\xdc\x06\x00'"
Doors,3967528524,3,b'00FFLN\x01\t\x01\xdc\x08\x00'
Doors & The Crystal Method,3967593593,3,b'00FFLN\x04\n\x90\x04P82\x04.LZNP*@\x04B2P8F0\x01\x1e\x01\xdc\xbf\xdc\xc3\xdc\xbf\xdc\t\x00'
Down With the King,3968476823,3,b'00FVD\x04V:P8\x04P82\x04>:D6\x01\x16\x01\xdc\xc2\xe0\xbe\xdc\x07\x00'
Dr. Dre,3968911012,3,b'00L\x08\x040L2\x01\x0b\x01\xdc\xc3\xdc\x06\x00'
Drake,3968959256,3,b'00L*>2\x01\t\x01\xdc\x08\x00'
"Drake, Kanye West, Lil Wayne & Eminem",3968962200,3,b'00L*>2\x06\x04>*DZ2\x04V2NP\x06\x04@:@\x04V*ZD2\x04\n\x90\x042B:D2B\x01%\x08\x01\xdc\xc0\xdc\xc1\xe0\xc1\xdc\xc3\xe0\xbf\xdc\t\x00'
"Dreamer, The Believer",3968988702,3,"b'00L2*B2L\x06\x04P82\x04,2@:2T2L\x01\x19\x01\xdc\xbe\xdc\xc3\xdc\x0b\x00'"
Dreams,3968991713,3,b'00L2*BN\x01\n\x01\xdc\t\x00'
Dynomite (Going Postal),3971915961,3,b'00ZDFB:P2\x04\t\x8e6F:D6\x04HFNP*@\t\x90\x01\x1b\x01\xdc\xbd\xdc\xc1\xdc\n\x00'
"E. Dawkins III, K. Abdul Rahman, S. Barsh, D. Seeff, Elton John & Bernie Taupin",3983586492,4,"b'02\x08\x040*V>:DN\x04:::\x06\x04>\x08\x04*,0R@\x04L*8B*D\x06\x04N\x08\x04,*LN8\x06\x040\x08\x04N2244\x06\x042@PFD\x04<F8D\x04\n\x90\x04,2LD:2\x04P*RH:D\x01%%\x11\x01\xdc\xc4\xdc\xbf\xdc\xdc\xdc\xc4\xdc\xc4\xdc\xc1\xdc\xbf\xdc\xc4\xdc\xc0\xdc\xc4\xdc\xc0\xdc\xc1\xdc\xc0\xdc\xc0\xdc\t\x00'"
"E. Wilson, J. Lynne, L. Lynn & M. Riddick",3985027299,4,b'02\x08\x04V:@NFD\x06\x04<\x08\x04@ZDD2\x06\x04@\x08\x04@ZDD\x04\n\x90\x04B\x08\x04L:00:.>\x01%\x0c\x01\xdc\xc4\xe0\xbf\xdc\xc4\xdc\xc0\xdc\xc4\xdc\xc0\xdc\xc4\xdc\n\x00'
Eardrum,3986628196,4,b'02*L0LRB\x01\x0b\x01\xdc\n\x00'
"Earl Simmons, Edward Hinson & I. Lorenzo",3988406970,4,b'02*L@\x04N:BBFDN\x06\x0420V*L0\x048:DNFD\x04\n\x90\x04:\x08\x04@FL2D\\F\x01%\x0b\x01\xdc\xc2\xdc\xbe\xdc\xc0\xdc\xbe\xdc\xc4\xdc\n\x00'
"Earth, Wind & Fire",3988604611,4,b'02*LP8\x06\x04V:D0\x04\n\x90\x044:L2\x01\x16\x01\xdc\xc0\xe0\xc0\xdc\x07\x00'
"Eddie Vedder, Matt Cameron, Stone Gossard & Mike McCready",3990551309,4,b'0200:2\x04T2002L\x06\x04B*PP\x04.*B2LFD\x06\x04NPFD2\x046FNN*L0\x04\n\x90\x04B:>2\x04B..L2*0Z\x01%\x1c\x01\xdc\xc1\xdc\xbf\xdc\xc2\xdc\xbe\xdc\xc1\xdc\xbd\xdc\xc2\xdc\xc5\xdc\t\x00'
Edwin Starr,3990569968,4,b'020V:D\x04NP*LL\x01\x0f\x01\xdc\xc1\xdc\x08\x00'
"Edwin Starr, Johnny Bristol, Harvey Fuqua, Bert Berns & Jerry Wexler",3990709743,4,"b'020V:D\x04NP*LL\x06\x04<F8DDZ\x04,L:NPF@\x06\x048*LT2Z\x044RJR*\x06\x04,2LP\x04,2LDN\x04\n\x90\x04<2LLZ\x04V2X@2L\x01%%\x06\x01\xdc\xc1\xdc\xc0\xdc\xc0\xdc\xbe\xdc\xc0\xdc\xc0\xdc\xc2\xdc\xbf\xdc\xc1\xe0\t\x00'"
Eminem,3992133193,4,b'02B:D2B\x01\n\x01\xdc\t\x00'
Eminem Show,3992135031,4,b'02B:D2B\x04N8FV\x01\x0f\x01\xdc\xc0\xdc\x07\x00'
Empire (20th Anniversary Edition),3992149924,4,b'02BH:L2\x04\t\x8e\x0f\x16P8\x04*DD:T2LN*LZ\x0420:P:FD\t\x90\x01$\x01\xdc\xbb\xdc\xbb\xdc\x0b\x00'
Empire State of Mind (feat. Alicia Keys),3992151579,4,b'02BH:L2\x04NP*P2\x04F4\x04B:D0\x04\t\x8e42*P\x08\x04*@:.:*\x04>2ZN\t\x90\x01%\x0b\x01\xdc\xc0\xdc\xbe\xdc\xbb\xdc\xc0\xdc\x08\x00'
Eple,3992809635,4,b'02H@2\x01\x08\x01\xdc\x07\x00'
"Eric B., Ken Jordan, Scott Kirkland & Rakim",3993066605,4,"b'02L:.\x04,\x08\x06\x04>2D\x04<FL0*D\x06\x04N.FPP\x04>:L>@*D0\x04\n\x90\x04L*>:B\x01%\x0e\x01\xdc\xc2\xdc\xc3\xdc\xc3\xdc\xbf\xdc\xc1\xdc\xbc\xdc\x08\x00'"
Eric Prydz,3993098330,4,b'02L:.\x04HLZ0\\\x01\x0e\x01\xdc\xc2\xdc\x08\x00'
"Esther Dean, Lukasz Gottwald, Calvin Harris, Geoff Mack & Henry Walter",3993263802,4,b'02NP82L\x0402*D\x06\x04@R>*N\\\x046FPPV*@0\x06\x04.*@T:D\x048*LL:N\x06\x0462F44\x04B*.>\x04\n\x90\x0482DLZ\x04V*@P2L\x01%%\x08\x01\xdc\xc0\xdc\xc1\xdc\xc0\xdc\xbd\xdc\xc0\xdc\xbf\xdc\xc1\xdc\xc0\xdc\xc1\xe0\t\x00'
Even If It Kills Me,3993683795,4,b'02T2D\x04:4\x04:P\x04>:@@N\x04B2\x01\x17\x01\xdc\xc2\xdc\xc4\xdc\xc4\xdc\xc1\xdc\x05\x00'
Evil Empire,3994001575,4,b'02T:@\x042BH:L2\x01\x0f\x01\xdc\xc2\xdc\t\x00'
Faster Kill Pussycat (Club Mix) [feat. Brittany Murphy],4016205740,5,"b'04*NP2L\x04>:@@\x04HRNNZ.*P\x04\t\x8e.@R,\x04B:X\t\x90\x04\t\x9242*P\x08\x04,L:PP*DZ\x04BRLH8Z\t\x94\x01%\x1a\x01\xdc\xc0\xdc\xc2\xdc\xbd\xdc\xc2\xdc\xbb\xdc\xbe\xdc\n\x00'"
Faster Kill Pussycat (feat. Brittany Murphy),4016425341,5,"b'04*NP2L\x04>:@@\x04HRNNZ.*P\x04\t\x8e42*P\x08\x04,L:PP*DZ\x04BRLH8Z\t\x90\x01%\x0f\x01\xdc\xc0\xdc\xc2\xdc\xb7\xdc\xbe\xdc\n\x00'"
Fishscale (Bonus Track),4021276547,5,"b'04:N8N.*@2\x04\t\x8e,FDRN\x04PL*.>\t\x90\x01\x1b\x01\xdc\xbc\xdc\xc1\xdc\t\x00'"
Fix,4021396728,5,b'04:X\x01\x07\x01\xdc\x06\x00'
Fixer (Bonus Track),4021494075,5,"b'04:X2L\x04\t\x8e,FDRN\x04PL*.>\t\x90\x01\x17\x01\xdc\xc0\xdc\xc1\xdc\t\x00'"
Flashing Lights,4022370202,5,b'04@*N8:D6\x04@:68PN\x01\x13\x01\xdc\xbe\xdc\t\x00'
Flava In Ya Ear (Album Version),4022381018,5,"b'04@*T*\x04:D\x04Z*\x042*L\x04\t\x8e*@,RB\x04T2LN:FD\t\x90\x01#\x01\xdc\xc1\xdc\xc4\xdc\xc4\xdc\xc2\xdc\xc1\xdc\x0b\x00'"
"Flea, John Frusciante, Chad Smith, Kiedis, Anthony Kiedis & Chad Smith",4022468631,5,b'04@2*\x06\x04<F8D\x044LRN.:*DP2\x06\x04.8*0\x04NB:P8\x06\x04>:20:N\x06\x04*DP8FDZ\x04>:20:N\x04\n\x90\x04.8*0\x04NB:P8\x01%%\x08\x01\xdc\xc1\xdc\xc2\xdc\xbb\xdc\xc2\xdc\xc0\xdc\xbf\xdc\xbf\xdc\xbe\xdc\xc2\xdc\x08\x00'
Flo Rida,4022602185,5,b'04@F\x04L:0*\x01\x0c\x01\xdc\xc3\xdc\x07\x00'
Float On,4022615943,5,b'04@F*P\x04FD\x01\x0c\x01\xdc\xc1\xdc\x05\x00'
"Forever (with Drake, Kanye West & Lil Wayne)",4026361109,5,b'04FL2T2L\x04\t\x8eV:P8\x040L*>2\x06\x04>*DZ2\x04V2NP\x04\n\x90\x04@:@\x04V*ZD2\t\x90\x01%\x0f\x01\xdc\xb9\xdc\xc0\xdc\xc1\xe0\xc0\xdc\xc3\xe0\t\x00'
Fort Minor,4026403706,5,b'04FLP\x04B:DFL\x01\x0e\x01\xdc\xc2\xdc\x08\x00'
Fox On the Run (Guardians of the Galaxy Vol. 2 Trailer Mix),4026491860,5,b'04FX\x04FD\x04P82\x04LRD\x04\t\x8e6R*L0:*DN\x04F4\x04P82\x046*@*XZ\x04TF@\x08\x04\x0f\x04\x04PL*:@2L\x04B:X\t\x90\x01%\x1e\x01\xdc\xc3\xdc\xc0\xdc\xc2\xdc\xb6\xdc\xc0\xdc\xc0\xdc\xbf\xdc\x07\x00'
Fox On the Run (Guardians of the Galaxy Vol. 2 Trailer Mix) - Single,4026571199,5,b'04FX\x04FD\x04P82\x04LRD\x04\t\x8e6R*L0:*DN\x04F4\x04P82\x046*@*XZ\x04TF@\x08\x04\x0f\x04\x04PL*:@2L\x04B:X\t\x90\x04\x05\x0e\x04N:D6@2\x01%%\x06\x01\xdc\xc3\xdc\xc0\xdc\xc2\xdc\xb6\xdc\xc0\xdc\xc0\xdc\xbf\xdc\xc0\xdc\t\x00'
Freeway,4027285255,5,b'04L22V*Z\x01\x0b\x01\xdc\n\x00'
"Gary Bartz, Michael Berrin, Sam Citrin & Peter J. Nash",4046284436,6,"b'06*LZ\x04,*LP\\\x06\x04B:.8*2@\x04,2LL:D\x06\x04N*B\x04.:PL:D\x04\n\x90\x04H2P2L\x04<\x08\x04D*N8\x01%\x19\x01\xdc\xc2\xdc\xc0\xdc\xbf\xdc\xbf\xdc\xc3\xdc\xbe\xdc\xc1\xdc\xc4\xdc\x07\x00'"
Genesis,4048305321,6,b'062D2N:N\x01\x0b\x01\xdc\n\x00'
Get By,4048700382,6,"b'062P\x04,Z\x01\n\x01\xdc\xc3\xdc\x05\x00'"
Ghostface Killah,4052013779,6,b'068FNP4*.2\x04>:@@*8\x01\x14\x01\xdc\xbd\xdc\t\x00'
Glitch Mob,4053694301,6,"b'06@:P.8\x04BF,\x01\x0e\x01\xdc\xc0\xdc\x06\x00'"
Go Crazy (Remix) [feat. JAY Z] [Remix],4054155565,6,b'06F\x04.L*\\Z\x04\t\x8eL2B:X\t\x90\x04\t\x9242*P\x08\x04<*Z\x04\\\t\x94\x04\t\x92L2B:X\t\x94\x01%\t\x01\xdc\xc4\xdc\xc0\xdc\xb9\xdc\xdc\xdc\xc5\xdc\xc3\xdc\t\x00'
God First,4054189601,6,b'06F0\x044:LNP\x01\r\x01\xdc\xc3\xdc\x08\x00'
Good Feeling,4054206817,6,b'06FF0\x04422@:D6\x01\x10\x01\xdc\xc2\xdc\n\x00'
Good Life (feat. T-Pain),4054263764,6,b'06FF0\x04@:42\x04\t\x8e42*P\x08\x04P\x05\x0eH*:D\t\x90\x01\x1c\x01\xdc\xc2\xdc\xbb\xdc\xc5\xdc\x08\x00'
